name,sku,status,quantity,my_price_cad,official_price_usd,official_url,image_url,source_column_1,source_column_12,source_column_2,source_title,source_price,source_plus_gst,source_sell_price,source_35_percent,source_profit,source_profit_percent,source_status,source_type,source_summary_status,source_summary_value,source_summary_count,source_summary_total,source_extra
Bartholomew Bear 'Heartthrob',,Sold,0,80.00,,https://us.jellycat.com/search.php?search_query=Bartholomew+Bear+%27Heartthrob%27,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+%27Heartthrob%27&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear 'Heartthrob',Jellycat Bartholomew Bear 'Heartthrob',53.00,55.65,80.00,75.00,24.35,43.76%,1-Sold,,,,,,
Bartholomew Bear 'Snow Suit',,Keep,1,115.00,,https://us.jellycat.com/search.php?search_query=Bartholomew+Bear+%27Snow+Suit%27,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+%27Snow+Suit%27&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear 'Snow Suit',Jellycat Bartholomew Bear 'Snow Suit',91.71,96.29,115.00,130.00,18.71,19.43%,0-Keep,1.410884354,,,,,
Bartholomew Bear All-in-one Outfit,BAR2ONE,Not in stock,0,110.00,60.00,https://us.jellycat.com/bartholomew-bear-all-in-one-outfit/,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+All-in-one+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear All-in-one Outfit,Jellycat Bartholomew Bear All-in-one Outfit,85.00,89.25,110.00,120.00,20.75,23.25%,,,,,,,
Bartholomew Bear Bathrobe,BARM2BR,Sold,0,90.00,50.00,https://us.jellycat.com/bartholomew-bear-bathrobe/,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+Bathrobe&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear Bathrobe,Jellycat Bartholomew Bear Bathrobe,70.00,73.50,90.00,100.00,16.50,22.45%,1-Sold,,,,,,
Bartholomew Bear Daffodil Outfit,BARM2FL,Keep,1,115.00,65.00,https://us.jellycat.com/bartholomew-bear-daffodil-outfit/,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+Daffodil+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear Daffodil Outfit,Jellycat Bartholomew Bear Daffodil Outfit,90.00,94.50,115.00,130.00,20.50,21.69%,,,,,,,
Bartholomew Bear Hiking Outfit,BARM2OD,Not in stock,0,135.00,80.00,https://us.jellycat.com/bartholomew-bear-hiking-outfit/,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+Hiking+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear Hiking Outfit,Jellycat Bartholomew Bear Hiking Outfit,110.00,115.50,135.00,155.00,19.50,16.88%,,,,,,,
Bartholomew Bear Junior,BARM6BO,Not in stock,0,65.00,33.00,https://us.jellycat.com/bartholomew-bear-junior/,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+Junior&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear Junior,Jellycat Bartholomew Bear Junior,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Bartholomew Bear Medium,BARM3BR,Not in stock,0,65.00,33.00,https://us.jellycat.com/bartholomew-bear/,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+Medium&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear Medium,Jellycat Bartholomew Bear Medium,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Bartholomew Bear Seafarer Outfit,BARM2FM,Not in stock,0,130.00,75.00,https://us.jellycat.com/bartholomew-bear-seafarer-outfit/,https://tse2.mm.bing.net/th?q=Jellycat+Bartholomew+Bear+Seafarer+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bartholomew Bear Seafarer Outfit,Jellycat Bartholomew Bear Seafarer Outfit,105.00,110.25,130.00,150.00,19.75,17.91%,,,,,,,
Bashful Beige Bunny 'Birthday,,Keep,1,,,https://us.jellycat.com/search.php?search_query=Bashful+Beige+Bunny+%27Birthday,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Beige+Bunny+%27Birthday&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Beige Bunny 'Birthday,Jellycat Bashful Beige Bunny 'Birthday,65.00,68.25,,90.00,,,0-Keep,Bunny,,,,,
Bashful Beige Bunny 'Birthday' (Medium),BAS3BEBB,Sold,0,100.00,50.00,https://us.jellycat.com/bashful-beige-birthday-bunny/,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Beige+Bunny+%27Birthday%27+%28Medium%29&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Beige Bunny 'Birthday' (Medium),Jellycat Bashful Beige Bunny 'Birthday' (Medium),69.95,73.45,100.00,100.00,26.55,36.15%,1-Sold,Bunny,,,,,
Bashful Beige Bunny Original,BAS3B,Not in stock,0,65.00,33.00,https://us.jellycat.com/bashful-beige-bunny/,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Beige+Bunny+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Beige Bunny Original,Jellycat Bashful Beige Bunny Original,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Bashful Beige Bunny Soother,SO4BB,Not in stock,0,65.00,33.00,https://us.jellycat.com/bashful-bunny-soothers/,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Beige+Bunny+Soother&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Beige Bunny Soother,Jellycat Bashful Beige Bunny Soother,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Bashful Bunny Graduation Outfit,BAS3GRAD,Not in stock,0,110.00,60.00,https://us.jellycat.com/bashful-bunny-graduation-outfit/,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Bunny+Graduation+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Bunny Graduation Outfit,Jellycat Bashful Bunny Graduation Outfit,85.00,89.25,110.00,120.00,20.75,23.25%,,,,,,,
Bashful Bunny with Christmas Tree,,Keep,1,70.00,,https://us.jellycat.com/search.php?search_query=Bashful+Bunny+with+Christmas+Tree,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Bunny+with+Christmas+Tree&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Bunny with Christmas Tree,Jellycat Bashful Bunny with Christmas Tree,46.56,48.89,70.00,65.00,21.11,43.19%,0-Keep,1.410884354,,,,,
Bashful Carrot Bunny,,Not in stock,0,60.00,,https://us.jellycat.com/search.php?search_query=Bashful+Carrot+Bunny,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Carrot+Bunny&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Carrot Bunny,Jellycat Bashful Carrot Bunny,36.00,37.80,60.00,50.00,22.20,58.73%,1-Sold,Bunny,,,,,
Bashful Cream Bunny Original,BAS3BC,Not in stock,0,65.00,33.00,https://us.jellycat.com/bashful-cream-bunny/,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Cream+Bunny+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Cream Bunny Original,Jellycat Bashful Cream Bunny Original,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Bashful Rufferty Black & Cream Puppy Original,BAS3BCP,Not in stock,0,65.00,33.00,https://us.jellycat.com/bashful-black-cream-puppy/,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Rufferty+Black+%26+Cream+Puppy+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Rufferty Black & Cream Puppy Original,Jellycat Bashful Rufferty Black & Cream Puppy Original,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Bashful Silver Bunny Original,BAS3BS,Not in stock,0,65.00,33.00,https://us.jellycat.com/bashful-silver-bunny/,https://tse2.mm.bing.net/th?q=Jellycat+Bashful+Silver+Bunny+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bashful Silver Bunny Original,Jellycat Bashful Silver Bunny Original,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Bashful Woodland Bunny,CTM3B,In stock,1,60.00,33.00,https://us.jellycat.com/bashful-woodland-bunny/,https://modernnaturalbaby.com/cdn/shop/products/BAS3BW_1800x1800_f46254be-879b-449b-9c25-62c1c74c4d45.jpg?v=1679068061,Jellycat ,,Woodland Babe Bunny (Medium),Jellycat Woodland Babe Bunny (Medium),44.95,47.20,60.00,65.00,12.80,27.13%,2-In stock,Bunny,,,,,
Betty Corgi,,Sold,0,50.00,28.00,https://us.jellycat.com/betty-corgi-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Betty+Corgi&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Betty Corgi,Jellycat Betty Corgi,27.30,28.67,50.00,40.00,21.34,74.43%,1-Sold,Keychain,,,,,
Birthday Cake,,Sold,0,60.00,,https://us.jellycat.com/search.php?search_query=Birthday+Cake,https://tse2.mm.bing.net/th?q=Jellycat+Birthday+Cake&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Birthday Cake,Jellycat Birthday Cake,46.00,48.30,60.00,65.00,11.70,,1-Sold,,,,,,
Blashful Blush Bunny (Medium),,Sold,0,60.00,,https://us.jellycat.com/search.php?search_query=Blashful+Blush+Bunny+%28Medium%29,https://tse2.mm.bing.net/th?q=Jellycat+Blashful+Blush+Bunny+%28Medium%29&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Blashful Blush Bunny (Medium),Jellycat Blashful Blush Bunny (Medium),44.95,47.20,60.00,65.00,12.80,27.13%,1-Sold,Bunny,,,,,
Blossom Blush Bunny 'Cherry' Little,,Not in stock,0,55.00,,https://us.jellycat.com/search.php?search_query=Blossom+Blush+Bunny+%27Cherry%27+Little,https://tse2.mm.bing.net/th?q=Jellycat+Blossom+Blush+Bunny+%27Cherry%27+Little&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Blossom Blush Bunny 'Cherry' Little,Jellycat Blossom Blush Bunny 'Cherry' Little,35.00,36.75,55.00,50.00,18.25,49.66%,,,,,,,
Blossom Blush Bunny 'Cherry' Original,,Not in stock,0,65.00,,https://us.jellycat.com/search.php?search_query=Blossom+Blush+Bunny+%27Cherry%27+Original,https://tse2.mm.bing.net/th?q=Jellycat+Blossom+Blush+Bunny+%27Cherry%27+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Blossom Blush Bunny 'Cherry' Original,Jellycat Blossom Blush Bunny 'Cherry' Original,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Blossom Blush Bunny Keyring,,Keep,1,,,https://us.jellycat.com/search.php?search_query=Blossom+Blush+Bunny+Keyring,https://tse2.mm.bing.net/th?q=Jellycat+Blossom+Blush+Bunny+Keyring&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Blossom Blush Bunny Keyring,Jellycat Blossom Blush Bunny Keyring,28.50,29.93,,40.00,,,0-Keep,Bunny,,,,,
Blossom Cream Bunny 'Berry' Original,BMP3MS,Not in stock,0,65.00,33.00,https://us.jellycat.com/blossom-cream-bunny-berry/,https://tse2.mm.bing.net/th?q=Jellycat+Blossom+Cream+Bunny+%27Berry%27+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Blossom Cream Bunny 'Berry' Original,Jellycat Blossom Cream Bunny 'Berry' Original,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Blushkin Blossom Bunny Bag Charm,BP4ROSE,Not in stock,0,65.00,30.00,https://us.jellycat.com/blushkin-blossom-bunny-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Blushkin+Blossom+Bunny+Bag+Charm&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Blushkin Blossom Bunny Bag Charm,Jellycat Blushkin Blossom Bunny Bag Charm,42.00,44.10,65.00,60.00,20.90,47.39%,,,,,,,
Blushkin Blossom Luxe Bunny Original,BAS3ROSE,Not in stock,0,95.00,50.00,https://us.jellycat.com/blushkin-blossom-luxe-bunny-original/,https://tse2.mm.bing.net/th?q=Jellycat+Blushkin+Blossom+Luxe+Bunny+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Blushkin Blossom Luxe Bunny Original,Jellycat Blushkin Blossom Luxe Bunny Original,70.00,73.50,95.00,100.00,21.50,29.25%,,,,,,,
Bretti Yeti,YEN2YET,Not in stock,0,115.00,65.00,https://us.jellycat.com/bretti-yeti/,https://tse2.mm.bing.net/th?q=Jellycat+Bretti+Yeti&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Bretti Yeti,Jellycat Bretti Yeti,90.00,94.50,115.00,130.00,20.50,21.69%,,,,,,,
Candy Cane,,Sold,0,50.00,,https://us.jellycat.com/search.php?search_query=Candy+Cane,https://tse2.mm.bing.net/th?q=Jellycat+Candy+Cane&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Candy Cane,Jellycat Candy Cane,30.00,31.50,50.00,45.00,18.50,58.73%,1-Sold,Christmas,,,,,
Canterneigh Pony,JUNG2H,Not in stock,0,110.00,60.00,https://us.jellycat.com/canterneigh-pony/,https://tse2.mm.bing.net/th?q=Jellycat+Canterneigh+Pony&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Canterneigh Pony,Jellycat Canterneigh Pony,85.00,89.25,110.00,120.00,20.75,23.25%,,,,,,,
cherri,,Not in stock,0,75.00,,https://us.jellycat.com/search.php?search_query=cherri,https://tse2.mm.bing.net/th?q=Jellycat+cherri&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,cherri,Jellycat cherri,52.00,54.60,75.00,75.00,20.40,37.36%,,,,,,,
Chip Seagull,,Not in stock,0,70.00,,https://us.jellycat.com/search.php?search_query=Chip+Seagull,https://tse2.mm.bing.net/th?q=Jellycat+Chip+Seagull&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Chip Seagull,Jellycat Chip Seagull,48.00,50.40,70.00,70.00,19.60,38.89%,,,,,,,
Coral,,Sold,0,50.00,,https://us.jellycat.com/search.php?search_query=Coral,https://tse2.mm.bing.net/th?q=Jellycat+Coral&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Coral,Jellycat Coral,40.00,42.00,50.00,55.00,8.00,19.05%,1-Sold,Summer,,,,,
Cream Bunny with Plant,BB3PLA,Not in stock,0,100.00,55.00,https://us.jellycat.com/cream-bunny-with-plant/,https://tse2.mm.bing.net/th?q=Jellycat+Cream+Bunny+with+Plant&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Cream Bunny with Plant,Jellycat Cream Bunny with Plant,75.00,78.75,100.00,105.00,21.25,26.98%,,,,,,,
Cream Bunny with Rose,BB6ROSE,Not in stock,0,100.00,55.00,https://us.jellycat.com/cream-bunny-with-rose/,https://tse2.mm.bing.net/th?q=Jellycat+Cream+Bunny+with+Rose&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Cream Bunny with Rose,Jellycat Cream Bunny with Rose,75.00,78.75,100.00,105.00,21.25,26.98%,,,,,,,
Cream Bunny with Star,BB3STAR,Not in stock,0,100.00,55.00,https://us.jellycat.com/cream-bunny-with-star/,https://tse2.mm.bing.net/th?q=Jellycat+Cream+Bunny+with+Star&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Cream Bunny with Star,Jellycat Cream Bunny with Star,75.00,78.75,100.00,105.00,21.25,26.98%,,,,,,,
Cream Heart Keyring,,Sold,0,50.00,,https://us.jellycat.com/search.php?search_query=Cream+Heart+Keyring,https://tse2.mm.bing.net/th?q=Jellycat+Cream+Heart+Keyring&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Cream Heart Keyring,Jellycat Cream Heart Keyring,28.50,29.93,50.00,40.00,20.08,67.08%,1-Sold,Keychain,,,,,
Croissant,,Sold,0,60.00,28.00,https://us.jellycat.com/amuseables-croissant-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Croissant&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Croissant,Jellycat Croissant,38.00,39.90,60.00,55.00,20.10,50.38%,1-Sold,Keychain,,,,,
Crossant Bag,,Not in stock,0,70.00,,https://us.jellycat.com/search.php?search_query=Crossant+Bag,https://tse2.mm.bing.net/th?q=Jellycat+Crossant+Bag&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Crossant Bag,Jellycat Crossant Bag,48.00,50.40,70.00,65.00,19.60,38.89%,0-Karen,Karen-2,,,,,
Derreck Dog,GRU3DG,Not in stock,0,90.00,55.00,https://us.jellycat.com/derreck-dog/,https://tse2.mm.bing.net/th?q=Jellycat+Derreck+Dog&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Derreck Dog,Jellycat Derreck Dog,65.00,68.25,90.00,90.00,21.75,31.87%,,,,,,,
Eclair,,Not in stock,0,50.00,,https://us.jellycat.com/search.php?search_query=Eclair,https://tse2.mm.bing.net/th?q=Jellycat+Eclair&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Eclair,Jellycat Eclair,30.00,31.50,50.00,40.00,18.50,58.73%,0-Karen,Karen-2,,,,,
Fancy Carp,KO4C,Not in stock,0,75.00,38.00,https://us.jellycat.com/fancy-carp/,https://tse2.mm.bing.net/th?q=Jellycat+Fancy+Carp&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Fancy Carp,Jellycat Fancy Carp,52.00,54.60,75.00,75.00,20.40,37.36%,,,,,,,
Festival Horse,ROCK4H,Not in stock,0,110.00,60.00,https://us.jellycat.com/festival-horse/,https://tse2.mm.bing.net/th?q=Jellycat+Festival+Horse&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Festival Horse,Jellycat Festival Horse,85.00,89.25,110.00,120.00,20.75,23.25%,,,,,,,
Festive Folly Christmas Tree,,Sold,0,35.00,,https://us.jellycat.com/search.php?search_query=Festive+Folly+Christmas+Tree,https://tse2.mm.bing.net/th?q=Jellycat+Festive+Folly+Christmas+Tree&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Festive Folly Christmas Tree,Jellycat Festive Folly Christmas Tree,11.00,11.55,35.00,15.00,23.45,203.03%,1-Sold,Christmas,,,,,
Flower Bouquet,A2BFL,Sold,0,90.00,55.00,https://us.jellycat.com/amuseables-bouquet-of-flowers/,https://tse2.mm.bing.net/th?q=Jellycat+Flower+Bouquet&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Flower Bouquet,Jellycat Flower Bouquet,62.50,65.63,90.00,90.00,24.38,37.14%,1-Sold,,,,,,
Flufflet Bunnies Assortment (24 pieces),,Not in stock,0,65.00,,https://us.jellycat.com/search.php?search_query=Flufflet+Bunnies+Assortment+%2824+pieces%29,https://tse2.mm.bing.net/th?q=Jellycat+Flufflet+Bunnies+Assortment+%2824+pieces%29&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Flufflet Bunnies Assortment (24 pieces),Jellycat Flufflet Bunnies Assortment (24 pieces),42.00,44.10,65.00,60.00,20.90,47.39%,,,,,,,
Golden Puppy,MAL3DOG,Not in stock,0,75.00,38.00,https://us.jellycat.com/golden-puppy/,https://tse2.mm.bing.net/th?q=Jellycat+Golden+Puppy&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Golden Puppy,Jellycat Golden Puppy,52.00,54.60,75.00,75.00,20.40,37.36%,,,,,,,
Hank Hamster,,Sold,0,50.00,,https://us.jellycat.com/search.php?search_query=Hank+Hamster,https://tse2.mm.bing.net/th?q=Jellycat+Hank+Hamster&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Hank Hamster,Jellycat Hank Hamster,33.20,34.86,50.00,45.00,15.14,43.43%,1-Sold,,,,,,
Heart Dragon,,Not in stock,0,130.00,,https://us.jellycat.com/search.php?search_query=Heart+Dragon,https://tse2.mm.bing.net/th?q=Jellycat+Heart+Dragon&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Heart Dragon,Jellycat Heart Dragon,105.00,110.25,130.00,150.00,19.75,17.91%,,,,,,,
Hoppleston Luxe Bunny Original,BAS3BROW,Not in stock,0,85.00,45.00,https://us.jellycat.com/hoppleston-luxe-bunny-original/,https://tse2.mm.bing.net/th?q=Jellycat+Hoppleston+Luxe+Bunny+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Hoppleston Luxe Bunny Original,Jellycat Hoppleston Luxe Bunny Original,62.00,65.10,85.00,90.00,19.90,30.57%,,,,,,,
Jerboa,JEB3RAT,Not in stock,0,70.00,35.00,https://us.jellycat.com/jerboa/,https://tse2.mm.bing.net/th?q=Jellycat+Jerboa&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Jerboa,Jellycat Jerboa,48.00,50.40,70.00,70.00,19.60,38.89%,,,,,,,
Keli Pelican,PEL2CAN,Not in stock,0,130.00,75.00,https://us.jellycat.com/keli-pelican/,https://tse2.mm.bing.net/th?q=Jellycat+Keli+Pelican&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Keli Pelican,Jellycat Keli Pelican,105.00,110.25,130.00,150.00,19.75,17.91%,,,,,,,
Kerri Cactus,,Not in stock,0,50.00,,https://us.jellycat.com/search.php?search_query=Kerri+Cactus,https://tse2.mm.bing.net/th?q=Jellycat+Kerri+Cactus&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Kerri Cactus,Jellycat Kerri Cactus,39.00,40.95,50.00,55.00,9.05,22.10%,,,,,,,
Koala with Message,,Not in stock,0,75.00,,https://us.jellycat.com/search.php?search_query=Koala+with+Message,https://tse2.mm.bing.net/th?q=Jellycat+Koala+with+Message&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Koala with Message,Jellycat Koala with Message,52.00,54.60,75.00,75.00,20.40,37.36%,,,,,,,
Larry Lobster Sailor Outfit,LOB2LAR,Not in stock,0,130.00,75.00,https://us.jellycat.com/larry-lobster-sailor-outfit/,https://tse2.mm.bing.net/th?q=Jellycat+Larry+Lobster+Sailor+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Larry Lobster Sailor Outfit,Jellycat Larry Lobster Sailor Outfit,105.00,110.25,130.00,150.00,19.75,17.91%,,,,,,,
Lazulia Dragon,RBW2DD,Not in stock,0,130.00,75.00,https://us.jellycat.com/lazulia-dragon/,https://tse2.mm.bing.net/th?q=Jellycat+Lazulia+Dragon&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Lazulia Dragon,Jellycat Lazulia Dragon,105.00,110.25,130.00,150.00,19.75,17.91%,,,,,,,
Lemonade,A2LMD,Not in stock,0,50.00,33.00,https://us.jellycat.com/amuseables-lemonade/,https://tse2.mm.bing.net/th?q=Jellycat+Lemonade&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Lemonade,Jellycat Lemonade,46.00,48.30,50.00,65.00,1.70,3.52%,0-Karen,Emama,,,,,
Leola Bear Medium,BARM2BP,Not in stock,0,65.00,33.00,https://us.jellycat.com/leola-bear/,https://tse2.mm.bing.net/th?q=Jellycat+Leola+Bear+Medium&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Leola Bear Medium,Jellycat Leola Bear Medium,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Little Fox,L3F,Not in stock,0,55.00,25.00,https://us.jellycat.com/little-fox/,https://tse2.mm.bing.net/th?q=Jellycat+Little+Fox&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Little Fox,Jellycat Little Fox,35.00,36.75,55.00,50.00,18.25,49.66%,,,,,,,
Little Pig,L3P,Not in stock,0,55.00,25.00,https://us.jellycat.com/little-pig/,https://tse2.mm.bing.net/th?q=Jellycat+Little+Pig&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Little Pig,Jellycat Little Pig,35.00,36.75,55.00,50.00,18.25,49.66%,,,,,,,
Little Pup Bag Charm,L4PUBC,Not in stock,0,40.00,28.00,https://us.jellycat.com/little-pup-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Little+Pup+Bag+Charm&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Little Pup Bag Charm,Jellycat Little Pup Bag Charm,34.95,36.70,40.00,50.00,3.30,9.00%,0-Karen,Karen,Karen,314.27,8,"1,813.31",1900
Little Snake,L3S,Not in stock,0,50.00,25.00,https://us.jellycat.com/little-snake/,https://tse2.mm.bing.net/th?q=Jellycat+Little+Snake&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Little Snake,Jellycat Little Snake,34.95,36.70,50.00,50.00,13.30,36.25%,,Keychain,,,,,
Little snow dragon,,Not in stock,0,60.00,,https://us.jellycat.com/search.php?search_query=Little+snow+dragon,https://tse2.mm.bing.net/th?q=Jellycat+Little+snow+dragon&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Little Snow Dragon,Jellycat Little Snow Dragon,46.00,48.30,60.00,65.00,11.70,24.22%,1-Sold,,,,,,
Lovelocks,,Not in stock,0,60.00,,https://us.jellycat.com/search.php?search_query=Lovelocks,https://tse2.mm.bing.net/th?q=Jellycat+Lovelocks&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Lovelocks,Jellycat Lovelocks,38.40,40.32,60.00,55.00,19.68,48.81%,0-Karen,Karen,,750.00,,"4,185.00",3484.24335
Maffles Manatee,,Not in stock,0,130.00,,https://us.jellycat.com/search.php?search_query=Maffles+Manatee,https://tse2.mm.bing.net/th?q=Jellycat+Maffles+Manatee&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Maffles Manatee,Jellycat Maffles Manatee,105.00,110.25,130.00,150.00,19.75,17.91%,,,,,,,
Malachy Dragon,,Not in stock,0,130.00,,https://us.jellycat.com/search.php?search_query=Malachy+Dragon,https://tse2.mm.bing.net/th?q=Jellycat+Malachy+Dragon&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Malachy Dragon,Jellycat Malachy Dragon,100.00,105.00,130.00,140.00,25.00,23.81%,,,,,,,
Marshmellow,,Not in stock,0,60.00,,https://us.jellycat.com/search.php?search_query=Marshmellow,https://tse2.mm.bing.net/th?q=Jellycat+Marshmellow&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Marshmellow,Jellycat Marshmellow,39.00,40.95,60.00,55.00,19.05,46.52%,0-Karen,Karen,Emama,95.00,2,548.15,
Marshmellow keychain,,Sold,0,50.00,,https://us.jellycat.com/search.php?search_query=Marshmellow+keychain,https://tse2.mm.bing.net/th?q=Jellycat+Marshmellow+keychain&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Marshmellow keychain,Jellycat Marshmellow keychain,39.00,40.95,50.00,55.00,9.05,22.10%,1-Sold,Keychain,,,,,
Merry Mouse,MER3M,In stock,1,50.00,,https://us.jellycat.com/merry-mouse/,https://cdn11.bigcommerce.com/s-c73x07v66v/images/stencil/1280x1280/products/15703/25655/mer3m__88194.1699063955.jpg?c=1,Jellycat ,,Merry Mouse,Jellycat Merry Mouse,32.50,34.13,50.00,45.00,15.88,46.52%,2-In stock,Christmas,,,,,
Munro Scottie Dog Bag Charm,MUN4BC,Not in stock,0,50.00,28.00,https://us.jellycat.com/munro-scottie-dog-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Munro+Scottie+Dog+Bag+Charm&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Munro Scottie Dog Bag Charm,Jellycat Munro Scottie Dog Bag Charm,36.00,37.80,50.00,50.00,12.20,32.28%,,,,,,,
